cp,municipio,estado,estado_clave,lat,lng
01000,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01010,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01020,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01029,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01030,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01040,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01048,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01049,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01050,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01060,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01070,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01080,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01089,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01090,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01100,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01109,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01110,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01120,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01125,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01130,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01139,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01140,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01150,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01159,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01160,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01170,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01180,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01184,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01200,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01210,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01219,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01220,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01230,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01239,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01240,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01250,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01259,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01260,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01269,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01270,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01275,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01276,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01278,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01279,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01280,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01285,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01289,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01290,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01296,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01298,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01299,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01310,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01320,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01330,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01340,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01376,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01377,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01379,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01389,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01400,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01407,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01408,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01410,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01419,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01420,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01430,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01440,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01450,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01460,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01470,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01480,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01490,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01500,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01509,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01510,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01520,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01530,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01537,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01538,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01539,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01540,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01548,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01549,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01550,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01560,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01566,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01567,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01569,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01580,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01585,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01586,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01587,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01588,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01589,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01590,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01600,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01610,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01618,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01619,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01620,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01630,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01640,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01645,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01650,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01700,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01708,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01710,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01720,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01729,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01730,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01740,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01750,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01759,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01760,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01770,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01780,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01788,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01789,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01790,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01800,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01807,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01810,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01820,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01830,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01840,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01849,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01856,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01857,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01859,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01860,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01863,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01870,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01900,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01904,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01940,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
01990,"Álvaro Obregón","Ciudad de México",CDMX,19.4326,-99.1332
02000,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02008,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02010,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02020,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02040,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02050,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02060,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02070,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02080,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02090,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02099,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02100,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02109,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02110,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02120,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02125,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02128,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02129,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02130,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02140,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02150,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02160,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02169,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02200,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02230,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02240,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02250,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02260,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02300,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02310,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02320,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02330,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02340,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02350,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02360,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02400,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02409,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02410,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02419,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02420,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02430,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02440,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02450,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02459,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02460,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02470,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02479,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02480,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02490,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02500,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02510,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02519,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02520,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02525,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02530,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02540,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02600,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02630,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02640,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02650,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02660,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02670,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02680,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02700,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02710,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02718,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02719,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02720,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02729,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02730,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02739,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02750,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02760,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02770,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02780,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02790,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02800,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02810,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02830,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02840,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02850,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02860,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02870,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02900,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02910,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02920,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02930,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02940,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02950,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02960,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02970,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02980,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
02990,"Azcapotzalco","Ciudad de México",CDMX,19.4326,-99.1332
03000,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03010,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03020,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03023,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03028,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03100,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03103,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03104,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03109,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03199,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03200,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03220,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03229,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03230,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03240,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03300,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03303,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03310,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03313,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03319,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03320,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03330,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03340,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03400,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03410,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03420,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03430,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03440,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03500,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03510,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03520,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03530,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03540,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03550,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03560,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03570,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03580,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03590,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03600,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03610,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03620,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03630,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03640,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03650,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03660,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03700,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03710,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03720,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03730,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03740,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03800,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03810,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03820,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03840,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03849,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03900,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03910,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03920,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03930,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
03940,"Benito Juárez","Ciudad de México",CDMX,19.4326,-99.1332
04000,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04009,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04010,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04020,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04030,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04040,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04100,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04110,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04120,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04129,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04200,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04210,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04230,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04239,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04240,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04250,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04259,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04260,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04270,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04280,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04300,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04307,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04309,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04310,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04317,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04318,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04319,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04320,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04326,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04327,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04330,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04336,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04337,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04338,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04340,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04350,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04359,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04360,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04368,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04369,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04370,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04380,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04390,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04400,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04410,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04420,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04440,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04450,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04460,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04470,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04480,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04489,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04490,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04500,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04510,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04513,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04519,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04530,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04535,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04600,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04610,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04620,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04630,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04640,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04650,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04660,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04700,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04710,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04718,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04719,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04720,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04729,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04730,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04738,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04739,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04800,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04810,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04815,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04830,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04840,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04843,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04849,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04850,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04870,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04890,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04899,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04908,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04909,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04910,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04918,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
04919,"Coyoacán","Ciudad de México",CDMX,19.4326,-99.1332
